series_id,state,qtr_end,months_seen,snapshot
A124873641L,AUS,2010-03-31,3,T+15
A124873641L,AUS,2010-06-30,3,T+15
A124873641L,AUS,2010-09-30,3,T+15
A124873641L,AUS,2010-12-31,3,T+15
A124873641L,AUS,2011-03-31,3,T+15
A124873641L,AUS,2011-06-30,3,T+15
A124873641L,AUS,2011-09-30,3,T+15
A124873641L,AUS,2011-12-31,3,T+15
A124873641L,AUS,2012-03-31,3,T+15
A124873641L,AUS,2012-06-30,3,T+15
A124873641L,AUS,2012-09-30,3,T+15
A124873641L,AUS,2012-12-31,3,T+15
A124873641L,AUS,2013-03-31,3,T+15
A124873641L,AUS,2013-06-30,3,T+15
A124873641L,AUS,2013-09-30,3,T+15
A124873641L,AUS,2013-12-31,3,T+15
A124873641L,AUS,2014-03-31,3,T+15
A124873641L,AUS,2014-06-30,3,T+15
A124873641L,AUS,2014-09-30,3,T+15
A124873641L,AUS,2014-12-31,3,T+15
A124873641L,AUS,2015-03-31,3,T+15
A124873641L,AUS,2015-06-30,3,T+15
A124873641L,AUS,2015-09-30,3,T+15
A124873641L,AUS,2015-12-31,3,T+15
A124873641L,AUS,2016-03-31,3,T+15
A124873641L,AUS,2016-06-30,3,T+15
A124873641L,AUS,2016-09-30,3,T+15
A124873641L,AUS,2016-12-31,3,T+15
A124873641L,AUS,2017-03-31,3,T+15
A124873641L,AUS,2017-06-30,3,T+15
A124873641L,AUS,2017-09-30,3,T+15
A124873641L,AUS,2017-12-31,3,T+15
A124873641L,AUS,2018-03-31,3,T+15
A124873641L,AUS,2018-06-30,3,T+15
A124873641L,AUS,2018-09-30,3,T+15
A124873641L,AUS,2018-12-31,3,T+15
A124873641L,AUS,2019-03-31,3,T+15
A124873641L,AUS,2019-06-30,3,T+15
A124873641L,AUS,2019-09-30,3,T+15
A124873641L,AUS,2019-12-31,3,T+15
A124873641L,AUS,2020-03-31,3,T+15
A124873641L,AUS,2020-06-30,3,T+15
A124873641L,AUS,2020-09-30,3,T+15
A124873641L,AUS,2020-12-31,3,T+15
A124873641L,AUS,2021-03-31,3,T+15
A124873641L,AUS,2021-06-30,3,T+15
A124873641L,AUS,2021-09-30,3,T+15
A124873641L,AUS,2021-12-31,3,T+15
A124873641L,AUS,2022-03-31,3,T+15
A124873641L,AUS,2022-06-30,3,T+15
A124873641L,AUS,2022-09-30,3,T+15
A124873641L,AUS,2022-12-31,3,T+15
A124873641L,AUS,2023-03-31,3,T+15
A124873641L,AUS,2023-06-30,3,T+15
A124873641L,AUS,2023-09-30,3,T+15
A124873641L,AUS,2023-12-31,3,T+15
A124873641L,AUS,2024-03-31,3,T+15
A124873641L,AUS,2024-06-30,3,T+15
A124873641L,AUS,2024-09-30,3,T+15
A124873641L,AUS,2024-12-31,3,T+15
A124873641L,AUS,2025-03-31,3,T+15
A124873641L,AUS,2025-06-30,3,T+15
A124873641L,AUS,2025-09-30,1,T+15
A124873731T,AUS,2010-03-31,3,T+15
A124873731T,AUS,2010-06-30,3,T+15
A124873731T,AUS,2010-09-30,3,T+15
A124873731T,AUS,2010-12-31,3,T+15
A124873731T,AUS,2011-03-31,3,T+15
A124873731T,AUS,2011-06-30,3,T+15
A124873731T,AUS,2011-09-30,3,T+15
A124873731T,AUS,2011-12-31,3,T+15
A124873731T,AUS,2012-03-31,3,T+15
A124873731T,AUS,2012-06-30,3,T+15
A124873731T,AUS,2012-09-30,3,T+15
A124873731T,AUS,2012-12-31,3,T+15
A124873731T,AUS,2013-03-31,3,T+15
A124873731T,AUS,2013-06-30,3,T+15
A124873731T,AUS,2013-09-30,3,T+15
A124873731T,AUS,2013-12-31,3,T+15
A124873731T,AUS,2014-03-31,3,T+15
A124873731T,AUS,2014-06-30,3,T+15
A124873731T,AUS,2014-09-30,3,T+15
A124873731T,AUS,2014-12-31,3,T+15
A124873731T,AUS,2015-03-31,3,T+15
A124873731T,AUS,2015-06-30,3,T+15
A124873731T,AUS,2015-09-30,3,T+15
A124873731T,AUS,2015-12-31,3,T+15
A124873731T,AUS,2016-03-31,3,T+15
A124873731T,AUS,2016-06-30,3,T+15
A124873731T,AUS,2016-09-30,3,T+15
A124873731T,AUS,2016-12-31,3,T+15
A124873731T,AUS,2017-03-31,3,T+15
A124873731T,AUS,2017-06-30,3,T+15
A124873731T,AUS,2017-09-30,3,T+15
A124873731T,AUS,2017-12-31,3,T+15
A124873731T,AUS,2018-03-31,3,T+15
A124873731T,AUS,2018-06-30,3,T+15
A124873731T,AUS,2018-09-30,3,T+15
A124873731T,AUS,2018-12-31,3,T+15
A124873731T,AUS,2019-03-31,3,T+15
A124873731T,AUS,2019-06-30,3,T+15
A124873731T,AUS,2019-09-30,3,T+15
A124873731T,AUS,2019-12-31,3,T+15
A124873731T,AUS,2020-03-31,3,T+15
A124873731T,AUS,2020-06-30,3,T+15
A124873731T,AUS,2020-09-30,3,T+15
A124873731T,AUS,2020-12-31,3,T+15
A124873731T,AUS,2021-03-31,3,T+15
A124873731T,AUS,2021-06-30,3,T+15
A124873731T,AUS,2021-09-30,3,T+15
A124873731T,AUS,2021-12-31,3,T+15
A124873731T,AUS,2022-03-31,3,T+15
A124873731T,AUS,2022-06-30,3,T+15
A124873731T,AUS,2022-09-30,3,T+15
A124873731T,AUS,2022-12-31,3,T+15
A124873731T,AUS,2023-03-31,3,T+15
A124873731T,AUS,2023-06-30,3,T+15
A124873731T,AUS,2023-09-30,3,T+15
A124873731T,AUS,2023-12-31,3,T+15
A124873731T,AUS,2024-03-31,3,T+15
A124873731T,AUS,2024-06-30,3,T+15
A124873731T,AUS,2024-09-30,3,T+15
A124873731T,AUS,2024-12-31,3,T+15
A124873731T,AUS,2025-03-31,3,T+15
A124873731T,AUS,2025-06-30,3,T+15
A124873731T,AUS,2025-09-30,1,T+15
A124873737F,AUS,2010-03-31,3,T+15
A124873737F,AUS,2010-06-30,3,T+15
A124873737F,AUS,2010-09-30,3,T+15
A124873737F,AUS,2010-12-31,3,T+15
A124873737F,AUS,2011-03-31,3,T+15
A124873737F,AUS,2011-06-30,3,T+15
A124873737F,AUS,2011-09-30,3,T+15
A124873737F,AUS,2011-12-31,3,T+15
A124873737F,AUS,2012-03-31,3,T+15
A124873737F,AUS,2012-06-30,3,T+15
A124873737F,AUS,2012-09-30,3,T+15
A124873737F,AUS,2012-12-31,3,T+15
A124873737F,AUS,2013-03-31,3,T+15
A124873737F,AUS,2013-06-30,3,T+15
A124873737F,AUS,2013-09-30,3,T+15
A124873737F,AUS,2013-12-31,3,T+15
A124873737F,AUS,2014-03-31,3,T+15
A124873737F,AUS,2014-06-30,3,T+15
A124873737F,AUS,2014-09-30,3,T+15
A124873737F,AUS,2014-12-31,3,T+15
A124873737F,AUS,2015-03-31,3,T+15
A124873737F,AUS,2015-06-30,3,T+15
A124873737F,AUS,2015-09-30,3,T+15
A124873737F,AUS,2015-12-31,3,T+15
A124873737F,AUS,2016-03-31,3,T+15
A124873737F,AUS,2016-06-30,3,T+15
A124873737F,AUS,2016-09-30,3,T+15
A124873737F,AUS,2016-12-31,3,T+15
A124873737F,AUS,2017-03-31,3,T+15
A124873737F,AUS,2017-06-30,3,T+15
A124873737F,AUS,2017-09-30,3,T+15
A124873737F,AUS,2017-12-31,3,T+15
A124873737F,AUS,2018-03-31,3,T+15
A124873737F,AUS,2018-06-30,3,T+15
A124873737F,AUS,2018-09-30,3,T+15
A124873737F,AUS,2018-12-31,3,T+15
A124873737F,AUS,2019-03-31,3,T+15
A124873737F,AUS,2019-06-30,3,T+15
A124873737F,AUS,2019-09-30,3,T+15
A124873737F,AUS,2019-12-31,3,T+15
A124873737F,AUS,2020-03-31,3,T+15
A124873737F,AUS,2020-06-30,3,T+15
A124873737F,AUS,2020-09-30,3,T+15
A124873737F,AUS,2020-12-31,3,T+15
A124873737F,AUS,2021-03-31,3,T+15
A124873737F,AUS,2021-06-30,3,T+15
A124873737F,AUS,2021-09-30,3,T+15
A124873737F,AUS,2021-12-31,3,T+15
A124873737F,AUS,2022-03-31,3,T+15
A124873737F,AUS,2022-06-30,3,T+15
A124873737F,AUS,2022-09-30,3,T+15
A124873737F,AUS,2022-12-31,3,T+15
A124873737F,AUS,2023-03-31,3,T+15
A124873737F,AUS,2023-06-30,3,T+15
A124873737F,AUS,2023-09-30,3,T+15
A124873737F,AUS,2023-12-31,3,T+15
A124873737F,AUS,2024-03-31,3,T+15
A124873737F,AUS,2024-06-30,3,T+15
A124873737F,AUS,2024-09-30,3,T+15
A124873737F,AUS,2024-12-31,3,T+15
A124873737F,AUS,2025-03-31,3,T+15
A124873737F,AUS,2025-06-30,3,T+15
A124873737F,AUS,2025-09-30,1,T+15
A124873743A,AUS,2010-03-31,3,T+15
A124873743A,AUS,2010-06-30,3,T+15
A124873743A,AUS,2010-09-30,3,T+15
A124873743A,AUS,2010-12-31,3,T+15
A124873743A,AUS,2011-03-31,3,T+15
A124873743A,AUS,2011-06-30,3,T+15
A124873743A,AUS,2011-09-30,3,T+15
A124873743A,AUS,2011-12-31,3,T+15
A124873743A,AUS,2012-03-31,3,T+15
A124873743A,AUS,2012-06-30,3,T+15
A124873743A,AUS,2012-09-30,3,T+15
A124873743A,AUS,2012-12-31,3,T+15
A124873743A,AUS,2013-03-31,3,T+15
A124873743A,AUS,2013-06-30,3,T+15
A124873743A,AUS,2013-09-30,3,T+15
A124873743A,AUS,2013-12-31,3,T+15
A124873743A,AUS,2014-03-31,3,T+15
A124873743A,AUS,2014-06-30,3,T+15
A124873743A,AUS,2014-09-30,3,T+15
A124873743A,AUS,2014-12-31,3,T+15
A124873743A,AUS,2015-03-31,3,T+15
A124873743A,AUS,2015-06-30,3,T+15
A124873743A,AUS,2015-09-30,3,T+15
A124873743A,AUS,2015-12-31,3,T+15
A124873743A,AUS,2016-03-31,3,T+15
A124873743A,AUS,2016-06-30,3,T+15
A124873743A,AUS,2016-09-30,3,T+15
A124873743A,AUS,2016-12-31,3,T+15
A124873743A,AUS,2017-03-31,3,T+15
A124873743A,AUS,2017-06-30,3,T+15
A124873743A,AUS,2017-09-30,3,T+15
A124873743A,AUS,2017-12-31,3,T+15
A124873743A,AUS,2018-03-31,3,T+15
A124873743A,AUS,2018-06-30,3,T+15
A124873743A,AUS,2018-09-30,3,T+15
A124873743A,AUS,2018-12-31,3,T+15
A124873743A,AUS,2019-03-31,3,T+15
A124873743A,AUS,2019-06-30,3,T+15
A124873743A,AUS,2019-09-30,3,T+15
A124873743A,AUS,2019-12-31,3,T+15
A124873743A,AUS,2020-03-31,3,T+15
A124873743A,AUS,2020-06-30,3,T+15
A124873743A,AUS,2020-09-30,3,T+15
A124873743A,AUS,2020-12-31,3,T+15
A124873743A,AUS,2021-03-31,3,T+15
A124873743A,AUS,2021-06-30,3,T+15
A124873743A,AUS,2021-09-30,3,T+15
A124873743A,AUS,2021-12-31,3,T+15
A124873743A,AUS,2022-03-31,3,T+15
A124873743A,AUS,2022-06-30,3,T+15
A124873743A,AUS,2022-09-30,3,T+15
A124873743A,AUS,2022-12-31,3,T+15
A124873743A,AUS,2023-03-31,3,T+15
A124873743A,AUS,2023-06-30,3,T+15
A124873743A,AUS,2023-09-30,3,T+15
A124873743A,AUS,2023-12-31,3,T+15
A124873743A,AUS,2024-03-31,3,T+15
A124873743A,AUS,2024-06-30,3,T+15
A124873743A,AUS,2024-09-30,3,T+15
A124873743A,AUS,2024-12-31,3,T+15
A124873743A,AUS,2025-03-31,3,T+15
A124873743A,AUS,2025-06-30,3,T+15
A124873743A,AUS,2025-09-30,1,T+15
A124873803T,AUS,2010-03-31,3,T+15
A124873803T,AUS,2010-06-30,3,T+15
A124873803T,AUS,2010-09-30,3,T+15
A124873803T,AUS,2010-12-31,3,T+15
A124873803T,AUS,2011-03-31,3,T+15
A124873803T,AUS,2011-06-30,3,T+15
A124873803T,AUS,2011-09-30,3,T+15
A124873803T,AUS,2011-12-31,3,T+15
A124873803T,AUS,2012-03-31,3,T+15
A124873803T,AUS,2012-06-30,3,T+15
A124873803T,AUS,2012-09-30,3,T+15
A124873803T,AUS,2012-12-31,3,T+15
A124873803T,AUS,2013-03-31,3,T+15
A124873803T,AUS,2013-06-30,3,T+15
A124873803T,AUS,2013-09-30,3,T+15
A124873803T,AUS,2013-12-31,3,T+15
A124873803T,AUS,2014-03-31,3,T+15
A124873803T,AUS,2014-06-30,3,T+15
A124873803T,AUS,2014-09-30,3,T+15
A124873803T,AUS,2014-12-31,3,T+15
A124873803T,AUS,2015-03-31,3,T+15
A124873803T,AUS,2015-06-30,3,T+15
A124873803T,AUS,2015-09-30,3,T+15
A124873803T,AUS,2015-12-31,3,T+15
A124873803T,AUS,2016-03-31,3,T+15
A124873803T,AUS,2016-06-30,3,T+15
A124873803T,AUS,2016-09-30,3,T+15
A124873803T,AUS,2016-12-31,3,T+15
A124873803T,AUS,2017-03-31,3,T+15
A124873803T,AUS,2017-06-30,3,T+15
A124873803T,AUS,2017-09-30,3,T+15
A124873803T,AUS,2017-12-31,3,T+15
A124873803T,AUS,2018-03-31,3,T+15
A124873803T,AUS,2018-06-30,3,T+15
A124873803T,AUS,2018-09-30,3,T+15
A124873803T,AUS,2018-12-31,3,T+15
A124873803T,AUS,2019-03-31,3,T+15
A124873803T,AUS,2019-06-30,3,T+15
A124873803T,AUS,2019-09-30,3,T+15
A124873803T,AUS,2019-12-31,3,T+15
A124873803T,AUS,2020-03-31,3,T+15
A124873803T,AUS,2020-06-30,3,T+15
A124873803T,AUS,2020-09-30,3,T+15
A124873803T,AUS,2020-12-31,3,T+15
A124873803T,AUS,2021-03-31,3,T+15
A124873803T,AUS,2021-06-30,3,T+15
A124873803T,AUS,2021-09-30,3,T+15
A124873803T,AUS,2021-12-31,3,T+15
A124873803T,AUS,2022-03-31,3,T+15
A124873803T,AUS,2022-06-30,3,T+15
A124873803T,AUS,2022-09-30,3,T+15
A124873803T,AUS,2022-12-31,3,T+15
A124873803T,AUS,2023-03-31,3,T+15
A124873803T,AUS,2023-06-30,3,T+15
A124873803T,AUS,2023-09-30,3,T+15
A124873803T,AUS,2023-12-31,3,T+15
A124873803T,AUS,2024-03-31,3,T+15
A124873803T,AUS,2024-06-30,3,T+15
A124873803T,AUS,2024-09-30,3,T+15
A124873803T,AUS,2024-12-31,3,T+15
A124873803T,AUS,2025-03-31,3,T+15
A124873803T,AUS,2025-06-30,3,T+15
A124873803T,AUS,2025-09-30,1,T+15
A124873815A,AUS,2010-03-31,3,T+15
A124873815A,AUS,2010-06-30,3,T+15
A124873815A,AUS,2010-09-30,3,T+15
A124873815A,AUS,2010-12-31,3,T+15
A124873815A,AUS,2011-03-31,3,T+15
A124873815A,AUS,2011-06-30,3,T+15
A124873815A,AUS,2011-09-30,3,T+15
A124873815A,AUS,2011-12-31,3,T+15
A124873815A,AUS,2012-03-31,3,T+15
A124873815A,AUS,2012-06-30,3,T+15
A124873815A,AUS,2012-09-30,3,T+15
A124873815A,AUS,2012-12-31,3,T+15
A124873815A,AUS,2013-03-31,3,T+15
A124873815A,AUS,2013-06-30,3,T+15
A124873815A,AUS,2013-09-30,3,T+15
A124873815A,AUS,2013-12-31,3,T+15
A124873815A,AUS,2014-03-31,3,T+15
A124873815A,AUS,2014-06-30,3,T+15
A124873815A,AUS,2014-09-30,3,T+15
A124873815A,AUS,2014-12-31,3,T+15
A124873815A,AUS,2015-03-31,3,T+15
A124873815A,AUS,2015-06-30,3,T+15
A124873815A,AUS,2015-09-30,3,T+15
A124873815A,AUS,2015-12-31,3,T+15
A124873815A,AUS,2016-03-31,3,T+15
A124873815A,AUS,2016-06-30,3,T+15
A124873815A,AUS,2016-09-30,3,T+15
A124873815A,AUS,2016-12-31,3,T+15
A124873815A,AUS,2017-03-31,3,T+15
A124873815A,AUS,2017-06-30,3,T+15
A124873815A,AUS,2017-09-30,3,T+15
A124873815A,AUS,2017-12-31,3,T+15
A124873815A,AUS,2018-03-31,3,T+15
A124873815A,AUS,2018-06-30,3,T+15
A124873815A,AUS,2018-09-30,3,T+15
A124873815A,AUS,2018-12-31,3,T+15
A124873815A,AUS,2019-03-31,3,T+15
A124873815A,AUS,2019-06-30,3,T+15
A124873815A,AUS,2019-09-30,3,T+15
A124873815A,AUS,2019-12-31,3,T+15
A124873815A,AUS,2020-03-31,3,T+15
A124873815A,AUS,2020-06-30,3,T+15
A124873815A,AUS,2020-09-30,3,T+15
A124873815A,AUS,2020-12-31,3,T+15
A124873815A,AUS,2021-03-31,3,T+15
A124873815A,AUS,2021-06-30,3,T+15
A124873815A,AUS,2021-09-30,3,T+15
A124873815A,AUS,2021-12-31,3,T+15
A124873815A,AUS,2022-03-31,3,T+15
A124873815A,AUS,2022-06-30,3,T+15
A124873815A,AUS,2022-09-30,3,T+15
A124873815A,AUS,2022-12-31,3,T+15
A124873815A,AUS,2023-03-31,3,T+15
A124873815A,AUS,2023-06-30,3,T+15
A124873815A,AUS,2023-09-30,3,T+15
A124873815A,AUS,2023-12-31,3,T+15
A124873815A,AUS,2024-03-31,3,T+15
A124873815A,AUS,2024-06-30,3,T+15
A124873815A,AUS,2024-09-30,3,T+15
A124873815A,AUS,2024-12-31,3,T+15
A124873815A,AUS,2025-03-31,3,T+15
A124873815A,AUS,2025-06-30,3,T+15
A124873815A,AUS,2025-09-30,1,T+15
A124873821W,AUS,2010-03-31,3,T+15
A124873821W,AUS,2010-06-30,3,T+15
A124873821W,AUS,2010-09-30,3,T+15
A124873821W,AUS,2010-12-31,3,T+15
A124873821W,AUS,2011-03-31,3,T+15
A124873821W,AUS,2011-06-30,3,T+15
A124873821W,AUS,2011-09-30,3,T+15
A124873821W,AUS,2011-12-31,3,T+15
A124873821W,AUS,2012-03-31,3,T+15
A124873821W,AUS,2012-06-30,3,T+15
A124873821W,AUS,2012-09-30,3,T+15
A124873821W,AUS,2012-12-31,3,T+15
A124873821W,AUS,2013-03-31,3,T+15
A124873821W,AUS,2013-06-30,3,T+15
A124873821W,AUS,2013-09-30,3,T+15
A124873821W,AUS,2013-12-31,3,T+15
A124873821W,AUS,2014-03-31,3,T+15
A124873821W,AUS,2014-06-30,3,T+15
A124873821W,AUS,2014-09-30,3,T+15
A124873821W,AUS,2014-12-31,3,T+15
A124873821W,AUS,2015-03-31,3,T+15
A124873821W,AUS,2015-06-30,3,T+15
A124873821W,AUS,2015-09-30,3,T+15
A124873821W,AUS,2015-12-31,3,T+15
A124873821W,AUS,2016-03-31,3,T+15
A124873821W,AUS,2016-06-30,3,T+15
A124873821W,AUS,2016-09-30,3,T+15
A124873821W,AUS,2016-12-31,3,T+15
A124873821W,AUS,2017-03-31,3,T+15
A124873821W,AUS,2017-06-30,3,T+15
A124873821W,AUS,2017-09-30,3,T+15
A124873821W,AUS,2017-12-31,3,T+15
A124873821W,AUS,2018-03-31,3,T+15
A124873821W,AUS,2018-06-30,3,T+15
A124873821W,AUS,2018-09-30,3,T+15
A124873821W,AUS,2018-12-31,3,T+15
A124873821W,AUS,2019-03-31,3,T+15
A124873821W,AUS,2019-06-30,3,T+15
A124873821W,AUS,2019-09-30,3,T+15
A124873821W,AUS,2019-12-31,3,T+15
A124873821W,AUS,2020-03-31,3,T+15
A124873821W,AUS,2020-06-30,3,T+15
A124873821W,AUS,2020-09-30,3,T+15
A124873821W,AUS,2020-12-31,3,T+15
A124873821W,AUS,2021-03-31,3,T+15
A124873821W,AUS,2021-06-30,3,T+15
A124873821W,AUS,2021-09-30,3,T+15
A124873821W,AUS,2021-12-31,3,T+15
A124873821W,AUS,2022-03-31,3,T+15
A124873821W,AUS,2022-06-30,3,T+15
A124873821W,AUS,2022-09-30,3,T+15
A124873821W,AUS,2022-12-31,3,T+15
A124873821W,AUS,2023-03-31,3,T+15
A124873821W,AUS,2023-06-30,3,T+15
A124873821W,AUS,2023-09-30,3,T+15
A124873821W,AUS,2023-12-31,3,T+15
A124873821W,AUS,2024-03-31,3,T+15
A124873821W,AUS,2024-06-30,3,T+15
A124873821W,AUS,2024-09-30,3,T+15
A124873821W,AUS,2024-12-31,3,T+15
A124873821W,AUS,2025-03-31,3,T+15
A124873821W,AUS,2025-06-30,3,T+15
A124873821W,AUS,2025-09-30,1,T+15
A124873881X,AUS,2010-03-31,3,T+15
A124873881X,AUS,2010-06-30,3,T+15
A124873881X,AUS,2010-09-30,3,T+15
A124873881X,AUS,2010-12-31,3,T+15
A124873881X,AUS,2011-03-31,3,T+15
A124873881X,AUS,2011-06-30,3,T+15
A124873881X,AUS,2011-09-30,3,T+15
A124873881X,AUS,2011-12-31,3,T+15
A124873881X,AUS,2012-03-31,3,T+15
A124873881X,AUS,2012-06-30,3,T+15
A124873881X,AUS,2012-09-30,3,T+15
A124873881X,AUS,2012-12-31,3,T+15
A124873881X,AUS,2013-03-31,3,T+15
A124873881X,AUS,2013-06-30,3,T+15
A124873881X,AUS,2013-09-30,3,T+15
A124873881X,AUS,2013-12-31,3,T+15
A124873881X,AUS,2014-03-31,3,T+15
A124873881X,AUS,2014-06-30,3,T+15
A124873881X,AUS,2014-09-30,3,T+15
A124873881X,AUS,2014-12-31,3,T+15
A124873881X,AUS,2015-03-31,3,T+15
A124873881X,AUS,2015-06-30,3,T+15
A124873881X,AUS,2015-09-30,3,T+15
A124873881X,AUS,2015-12-31,3,T+15
A124873881X,AUS,2016-03-31,3,T+15
A124873881X,AUS,2016-06-30,3,T+15
A124873881X,AUS,2016-09-30,3,T+15
A124873881X,AUS,2016-12-31,3,T+15
A124873881X,AUS,2017-03-31,3,T+15
A124873881X,AUS,2017-06-30,3,T+15
A124873881X,AUS,2017-09-30,3,T+15
A124873881X,AUS,2017-12-31,3,T+15
A124873881X,AUS,2018-03-31,3,T+15
A124873881X,AUS,2018-06-30,3,T+15
A124873881X,AUS,2018-09-30,3,T+15
A124873881X,AUS,2018-12-31,3,T+15
A124873881X,AUS,2019-03-31,3,T+15
A124873881X,AUS,2019-06-30,3,T+15
A124873881X,AUS,2019-09-30,3,T+15
A124873881X,AUS,2019-12-31,3,T+15
A124873881X,AUS,2020-03-31,3,T+15
A124873881X,AUS,2020-06-30,3,T+15
A124873881X,AUS,2020-09-30,3,T+15
A124873881X,AUS,2020-12-31,3,T+15
A124873881X,AUS,2021-03-31,3,T+15
A124873881X,AUS,2021-06-30,3,T+15
A124873881X,AUS,2021-09-30,3,T+15
A124873881X,AUS,2021-12-31,3,T+15
A124873881X,AUS,2022-03-31,3,T+15
A124873881X,AUS,2022-06-30,3,T+15
A124873881X,AUS,2022-09-30,3,T+15
A124873881X,AUS,2022-12-31,3,T+15
A124873881X,AUS,2023-03-31,3,T+15
A124873881X,AUS,2023-06-30,3,T+15
A124873881X,AUS,2023-09-30,3,T+15
A124873881X,AUS,2023-12-31,3,T+15
A124873881X,AUS,2024-03-31,3,T+15
A124873881X,AUS,2024-06-30,3,T+15
A124873881X,AUS,2024-09-30,3,T+15
A124873881X,AUS,2024-12-31,3,T+15
A124873881X,AUS,2025-03-31,3,T+15
A124873881X,AUS,2025-06-30,3,T+15
A124873881X,AUS,2025-09-30,1,T+15
A124873887L,AUS,2010-03-31,3,T+15
A124873887L,AUS,2010-06-30,3,T+15
A124873887L,AUS,2010-09-30,3,T+15
A124873887L,AUS,2010-12-31,3,T+15
A124873887L,AUS,2011-03-31,3,T+15
A124873887L,AUS,2011-06-30,3,T+15
A124873887L,AUS,2011-09-30,3,T+15
A124873887L,AUS,2011-12-31,3,T+15
A124873887L,AUS,2012-03-31,3,T+15
A124873887L,AUS,2012-06-30,3,T+15
A124873887L,AUS,2012-09-30,3,T+15
A124873887L,AUS,2012-12-31,3,T+15
A124873887L,AUS,2013-03-31,3,T+15
A124873887L,AUS,2013-06-30,3,T+15
A124873887L,AUS,2013-09-30,3,T+15
A124873887L,AUS,2013-12-31,3,T+15
A124873887L,AUS,2014-03-31,3,T+15
A124873887L,AUS,2014-06-30,3,T+15
A124873887L,AUS,2014-09-30,3,T+15
A124873887L,AUS,2014-12-31,3,T+15
A124873887L,AUS,2015-03-31,3,T+15
A124873887L,AUS,2015-06-30,3,T+15
A124873887L,AUS,2015-09-30,3,T+15
A124873887L,AUS,2015-12-31,3,T+15
A124873887L,AUS,2016-03-31,3,T+15
A124873887L,AUS,2016-06-30,3,T+15
A124873887L,AUS,2016-09-30,3,T+15
A124873887L,AUS,2016-12-31,3,T+15
A124873887L,AUS,2017-03-31,3,T+15
A124873887L,AUS,2017-06-30,3,T+15
A124873887L,AUS,2017-09-30,3,T+15
A124873887L,AUS,2017-12-31,3,T+15
A124873887L,AUS,2018-03-31,3,T+15
A124873887L,AUS,2018-06-30,3,T+15
A124873887L,AUS,2018-09-30,3,T+15
A124873887L,AUS,2018-12-31,3,T+15
A124873887L,AUS,2019-03-31,3,T+15
A124873887L,AUS,2019-06-30,3,T+15
A124873887L,AUS,2019-09-30,3,T+15
A124873887L,AUS,2019-12-31,3,T+15
A124873887L,AUS,2020-03-31,3,T+15
A124873887L,AUS,2020-06-30,3,T+15
A124873887L,AUS,2020-09-30,3,T+15
A124873887L,AUS,2020-12-31,3,T+15
A124873887L,AUS,2021-03-31,3,T+15
A124873887L,AUS,2021-06-30,3,T+15
A124873887L,AUS,2021-09-30,3,T+15
A124873887L,AUS,2021-12-31,3,T+15
A124873887L,AUS,2022-03-31,3,T+15
A124873887L,AUS,2022-06-30,3,T+15
A124873887L,AUS,2022-09-30,3,T+15
A124873887L,AUS,2022-12-31,3,T+15
A124873887L,AUS,2023-03-31,3,T+15
A124873887L,AUS,2023-06-30,3,T+15
A124873887L,AUS,2023-09-30,3,T+15
A124873887L,AUS,2023-12-31,3,T+15
A124873887L,AUS,2024-03-31,3,T+15
A124873887L,AUS,2024-06-30,3,T+15
A124873887L,AUS,2024-09-30,3,T+15
A124873887L,AUS,2024-12-31,3,T+15
A124873887L,AUS,2025-03-31,3,T+15
A124873887L,AUS,2025-06-30,3,T+15
A124873887L,AUS,2025-09-30,1,T+15
A124873965J,AUS,2010-03-31,3,T+15
A124873965J,AUS,2010-06-30,3,T+15
A124873965J,AUS,2010-09-30,3,T+15
A124873965J,AUS,2010-12-31,3,T+15
A124873965J,AUS,2011-03-31,3,T+15
A124873965J,AUS,2011-06-30,3,T+15
A124873965J,AUS,2011-09-30,3,T+15
A124873965J,AUS,2011-12-31,3,T+15
A124873965J,AUS,2012-03-31,3,T+15
A124873965J,AUS,2012-06-30,3,T+15
A124873965J,AUS,2012-09-30,3,T+15
A124873965J,AUS,2012-12-31,3,T+15
A124873965J,AUS,2013-03-31,3,T+15
A124873965J,AUS,2013-06-30,3,T+15
A124873965J,AUS,2013-09-30,3,T+15
A124873965J,AUS,2013-12-31,3,T+15
A124873965J,AUS,2014-03-31,3,T+15
A124873965J,AUS,2014-06-30,3,T+15
A124873965J,AUS,2014-09-30,3,T+15
A124873965J,AUS,2014-12-31,3,T+15
A124873965J,AUS,2015-03-31,3,T+15
A124873965J,AUS,2015-06-30,3,T+15
A124873965J,AUS,2015-09-30,3,T+15
A124873965J,AUS,2015-12-31,3,T+15
A124873965J,AUS,2016-03-31,3,T+15
A124873965J,AUS,2016-06-30,3,T+15
A124873965J,AUS,2016-09-30,3,T+15
A124873965J,AUS,2016-12-31,3,T+15
A124873965J,AUS,2017-03-31,3,T+15
A124873965J,AUS,2017-06-30,3,T+15
A124873965J,AUS,2017-09-30,3,T+15
A124873965J,AUS,2017-12-31,3,T+15
A124873965J,AUS,2018-03-31,3,T+15
A124873965J,AUS,2018-06-30,3,T+15
A124873965J,AUS,2018-09-30,3,T+15
A124873965J,AUS,2018-12-31,3,T+15
A124873965J,AUS,2019-03-31,3,T+15
A124873965J,AUS,2019-06-30,3,T+15
A124873965J,AUS,2019-09-30,3,T+15
A124873965J,AUS,2019-12-31,3,T+15
