source,group,abs_cat,table,series_id,alias,freq,sa_flag,unit,transform,rba_series,geo,geo_name,geo_level,series_title,multiplier,rba_series_id,price_base,start_date,end_date,vintage_date,download_args,series_label,agg_rule,is_target
ABS,retail,8501,RT,A3348585R,retail_1,M,SA,$m,NA,NA,AUS,Australia,Nation,NA,NA,,NA,NA,NA,NA,"{""catalog"": 8501.0, ""table"": ""RT"", ""series_id"": ""A3348585R"", ""state"": ""AUS""}",retail_1,sum,FALSE
ABS,retail,8501,RT,A3348648L,retail_2,M,SA,$m,NA,NA,NSW,New South Wales,State/Territory,NA,NA,,NA,NA,NA,NA,"{""catalog"": 8501.0, ""table"": ""RT"", ""series_id"": ""A3348648L"", ""state"": ""NSW""}",retail_2,sum,FALSE
ABS,retail,8501,RT,A3348711T,retail_3,M,SA,$m,NA,NA,VIC,Victoria,State/Territory,NA,NA,,NA,NA,NA,NA,"{""catalog"": 8501.0, ""table"": ""RT"", ""series_id"": ""A3348711T"", ""state"": ""VIC""}",retail_3,sum,FALSE
ABS,retail,8501,RT,A3348774A,retail_4,M,SA,$m,NA,NA,QLD,Queensland,State/Territory,NA,NA,,NA,NA,NA,NA,"{""catalog"": 8501.0, ""table"": ""RT"", ""series_id"": ""A3348774A"", ""state"": ""QLD""}",retail_4,sum,FALSE
ABS,retail,8501,RT,A3348837X,retail_5,M,SA,$m,NA,NA,SA,South Australia,State/Territory,NA,NA,,NA,NA,NA,NA,"{""catalog"": 8501.0, ""table"": ""RT"", ""series_id"": ""A3348837X"", ""state"": ""SA""}",retail_5,sum,FALSE
ABS,retail,8501,RT,A3348900C,retail_6,M,SA,$m,NA,NA,WA,Western Australia,State/Territory,NA,NA,,NA,NA,NA,NA,"{""catalog"": 8501.0, ""table"": ""RT"", ""series_id"": ""A3348900C"", ""state"": ""WA""}",retail_6,sum,FALSE
ABS,retail,8501,RT,A3348963L,retail_7,M,SA,$m,NA,NA,TAS,Tasmania,State/Territory,NA,NA,,NA,NA,NA,NA,"{""catalog"": 8501.0, ""table"": ""RT"", ""series_id"": ""A3348963L"", ""state"": ""TAS""}",retail_7,sum,FALSE
ABS,retail,8501,RT,A3349026L,retail_8,M,SA,$m,NA,NA,NT,Northern Territory,State/Territory,NA,NA,,NA,NA,NA,NA,"{""catalog"": 8501.0, ""table"": ""RT"", ""series_id"": ""A3349026L"", ""state"": ""NT""}",retail_8,sum,FALSE
ABS,retail,8501,RT,A3349089W,retail_9,M,SA,$m,NA,NA,ACT,Australian Capital Territory,State/Territory,NA,NA,,NA,NA,NA,NA,"{""catalog"": 8501.0, ""table"": ""RT"", ""series_id"": ""A3349089W"", ""state"": ""ACT""}",retail_9,sum,FALSE
ABS,cpi,6401,CPI,A2325806K,cpi_1,Q,nil,index,NA,NA,NSW,Sydney,State/Territory,NA,NA,,NA,NA,NA,NA,NA,cpi_1,mean,FALSE
ABS,cpi,6401,CPI,A2325811C,cpi_2,Q,nil,index,NA,NA,VIC,Melbourne,State/Territory,NA,NA,,NA,NA,NA,NA,NA,cpi_2,mean,FALSE
ABS,cpi,6401,CPI,A2325816R,cpi_3,Q,nil,index,NA,NA,QLD,Brisbane,State/Territory,NA,NA,,NA,NA,NA,NA,NA,cpi_3,mean,FALSE
ABS,cpi,6401,CPI,A2325821J,cpi_4,Q,nil,index,NA,NA,SA,Adelaide,State/Territory,NA,NA,,NA,NA,NA,NA,NA,cpi_4,mean,FALSE
ABS,cpi,6401,CPI,A2325826V,cpi_5,Q,nil,index,NA,NA,WA,Perth,State/Territory,NA,NA,,NA,NA,NA,NA,NA,cpi_5,mean,FALSE
ABS,cpi,6401,CPI,A2325831L,cpi_6,Q,nil,index,NA,NA,TAS,Hobart,State/Territory,NA,NA,,NA,NA,NA,NA,NA,cpi_6,mean,FALSE
